Index,Yorum,Duygu
9821,kaliteli çok tavsiye ederim çok beğendim,1
9822,Ev kullanıcıları için ideal bir ürün. Uygun fiyat iş görüyor.,1
9823,fazla lafa gerek yok şık küçük ve kullanıslı fıyatıda gayet normal bır alet sorunsuz bı sekılde kullanıyorum yazma okuma hızıda ıyı bence,1
9824,ürün yeni aldım kullanmaya başladım malzemesi kaliteli bir ürün fiyatına oranla aynı kısacası ürün işimi gördü,1
9825,"Başta çin malı bir telefon diye tereddütlerim oldu ama iPhone, LG ve Samsung kullandım, kullanımı en çok hoşuma giden telefon bu oldu. Yalnız İstanbul'da oturduğum için aynı gün kargolanır ertesi gün elime ulaşır diye düşündüm, İki gün sonra geldi ufak bir hayal kırıklığı oldu benim için ancak telefona diyecek laf yok.",1
9826,İkinci Toshiba Taşınabilir diskim.Çok memnunum. Tavsiye edilir..,1
9827,ürünü alalı i ki hafta oldu gayet iyi kullanışlı küçük almak isteyenlere tavsiye ederim benim işimi gayet iyi gö rüyor,1
9828,güzel ve faydalı bir ürün. araba kullanırken konuşmak için aldım ve amacına da hizmet ediyor. iki telefonda aktif olması da güzel bir özellik.,1
9829,"Fiyat olarak iyi, kulanışlı bir ürün, kablo uzunluğu biraz kısa, ses gayet iyi...",1
9830,Ürün elime 48 saat gibi bi sürede ulaştı sesi mıkrofonu herşeyi cok guzel verdıgınız paraya kat kat değer,1
9831,airties modemden çok çektim iyiki tp link almışım gayet memnunum fiyat açısından ve ev için uygun güzel bir ürün tavsiye ederim.,1
9832,"Kutu içeriği gerçekten kaliteli ve gösterişli. Ben mouse kutusu ufak beklerken monitör ayarında bir kutu ile geldi, hepsibuarada ya teşekkür ederim kutu özeni için. Ürüne gelicek olursak fare gerçekten çok karizmatik dokunası geliyor insanın hemen ve 3 mod seçeneği var green:slow, red:medium, yellow:high ayarlar için düzenlenmiş. Oyun için normal kullanım için bence her türe ifade ediyor gerçekten çok kullanışlı ve kaliteli olduğunu kutusunu gördüğünüzde anlıyacaksınız. Ayrıca içinden çıkan mousepad efsane resmen bayıldım tam aradığım mousepad çıktı. Aşırı derecede ürünü tavsiye ederim...",1
9833,Gayet fonksiyonlu ve şık..,1
9834,"Ürünü Pazartesi günü sipariş ettim elime çarşamba günü hızlı kargosuyla geldi, ilk başta bozuk sandım ışıgı yanmıyor diye ama o v-track ışığı gerçekten görünmezliğiyle gözünüzü rahatsız etmiyor... halının üzerine koydum, orada bile sanki mouse pad varmış gibi çalıştı... herkese tavsiyeee EDERİİMMMMMMM....... TEŞEKKÜRLER hepsiburada.com",1
9835,Güzel ve kullanışlı birde adaptör verselermiş iyi olurdu. ( kablo var ),1
9836,Ürün orjinal güvenerek alınabilir içinden fatura ve garanti belgesi çıkmaması eksisi,1
9837,Kamerası düşük ışıkta pek iyi performans vermiyor onun dışında çok iyi,1
9838,"Kargoda biraz sıkıntı çektim fakat Ürün çok kaliteli, kesinlikle tavsiye ederim. İşimi görsün yeter diye bilmediğiniz markaları tavsiye etmem, uzun ömürlü istiyorsanız mutlaka alın derim.",1
9839,Ürün hızlı şarj ediyor. İki USB girişi olması güzel. Kapasitesi çok iyi. Dış kaplamanın plastik olması ürünün nispeten hafif olmasını sağlamış ama kalitesizmiş gibi gösteriyor.,1
9840,teşekkürler,1
9841,Fiyatına göre gayet iyi bir telefon çok memnunum,1
9842,"Ürünü alalı yaklaşık 1 ay oldu...İlk başta şunu söyleyeyim ürünü hepsiburadadan daha ucuza alabileceğiniz bi yer yok ama telefon garantisi İstanbuldaymış,ben erzurumdayım ama garantide sorun olur mu yoksa kvk mı bakıyor bilmiyorum. Telefona gelecek olursam gerçekten çok harika bir telefon hiçbir sıkıntı yaşamadan kullandım ama kamera,kamera kamera... Aman boşver kamerayı diyorsanız kaçırmayın,bu fırsatla başka biyerde bulamazsınız.Görüntü,ses ve kullanım 10 numara... e başka ne denilebilir ki...NOKIA... 5800...xpress music... kaçırmayın:-)",1
9843,Ufak bir ofisim var ayda bir nerdeyse kartuş alıyorum fiyatı çok uygun gönderimde hızlıydı teşekkürler.,1
9844,Ürün çok iyi.Gece aldım sabahında bana geldi.Ürün o kadar minik ki daha şimdiden kaybettim.Ama bulsam çok iyi bir üründü,1
9845,Oldukça başarılı öneririm ????,1
9846,Arkadaşlar 10 numara 5 yıldız bir mouse hiçbir şikayetim yok renkleri falan hoş üstelik hediyesi olan muosepad i de kullanırsanız daha iyi oluyor oyunlarda falan mükemmel bir performans sağlıyor.,1
9847,Ödeme işleminin onayı ile birlikte kargo ya verildi. Beklediğimden kat kat hızlı Gerçekten çok hızlı bir işlem süreci teşekkür ederim.,1
9848,"bu fiyata,bu özellikte bir telefon...harika.bay veya bayan farketmez.herkese uygun.ben aldım kullanıyorum.dokunmatik oluşu da hiç önemli değil.hele daha önce nokia kulandıysanız kullanımı daha rahat gelecektir.pişmanlık duymayacaksınız",1
9849,kalitesini bilmem ama çamaşır makinesinden tamamen sağlam bi şekilde çıktı tesadüfen denemiş oldum daha ne olsun,1
9850,ürünün kalitesinde sıkıntı yok kargo da gayet hizliydi. kullanima gelirsek basit guzel bir urun kullanimi kolay mi fit uygulamasi ile baglanti cok hizli fiyatina gore iyi ve guzel bir urun aramalarda mesajlarda uyarilar geliyor sadece mesaj içerigi ve arayan ismi gozukmuyor sorun degil göründüğünü idda etmiyor urun zaten bir uygulama var tools mi band diye ucretli bir urun kullananlar bu urunden bahsetmisler mesaj icerigi ve arayan ismi gibi bazi seyleri gostermesini sagliyormus indirdim fakat ben calistiramadim kendi uygulamasi ile çakıştı ikisede kullanilmaz oldu silince tekrar duzeldi benim telefon (lg g2) ile alakali bir sknti sanirim anlamadim sonuc olarak urunde bir sknti yok sadece ben extra indirdigim uygulamayi beceremedim tek skntim bu diger herseyi guzel bir urun alarmi da gayet basarili sabah beni uyandirdi farkli renk kayislarla da guzel durabilir..,1
9851,çok güzel. çizim yapıyorum ben bu mause ile hiç kaçırmıyor. alıcısıda iyi. ayrıca mause pad felan gerektirmiyor . bir çok yerde denedim sıkıntı yok.,1
9852,Xiaomi 10000mAh ekstra %10 indirimde aldım. Henüz kullanmamakla birlikte ilk izlenimi fazlasıyla olumlu ve mevcut malzeme kalitesi gayet başarılı. Note 5 ike kullanacağımdan pil kapasitesinin daha yüksek olmasını isterdim. Daha önce kullandığım 13000lik powerbanke göre çok daha estetik görünümde. Tavsiye ederim.,1
9853,"Oturduğunuz yerden araştırın,tıklayın, ayağınıza getirsinler. Hem ekonomik, hem taksitle,hem de siparişin her adımından bilginiz olsun. Yazıcıyı çocuğumun okul ödevleri için aldım. Bu fiyata mükemmel bir yazıcı. Kullan at gibi birşey.",1
9854,"Ürün 10 numara firma 10 numara. Hemen kargo. Bilgisayarımda da çok etkili oldu, 8 sn de açılıyor şuan i5 işlemci notebook",1
9855,Dokunmatik ekranı wi-fi ve gps özellikleri çok güzel. arkadaşlar dokunmatik yanlış calışıyor demiş kalibrasyonunu kendinize göre ayarlayınca harika işliyor. wifi çabucak bağlanıyor. kopma da olmuyor kolay kolay gps ise oldukca hızlı hemen uydu buluyor. diğer tellerime göre garmin programı çok iyi sonuc veriyor. tek eksiği bomboş bir ön sayfası var. oraya rehberden kişiler ve uygulamalar bir arada eklense çok iyi olurdu birinden birini seçip 4 tane ile sınırlandırmışlar. tel hiç donmadı çok memnunum,1
9856,"Satıcı olarak hepsiburadayı tercih ettim, sipariş verdiğim gün kargolandı ertesi gün de elime ulaştı. Veri yazma hızını normal buldum. Bana yeterli geldi yani. Fiyat performans olarak bence gayet iyi. Bir kere fiyatı çok uygun. Şuan en ucuz usb bellek bu ve gayet iyi. Sandisk markasına da zaten güveniyorum ürünleri iyi oluyor öneririm. Tek hoşuma gitmeyen yanı keşke kapağı olsaydı diyorum. Açıkta durması biraz rahatsız edici.",1
9857,Valla her aldığım yeni bilgisayara bundan takıyorum... Performansı harika yapıyor. Kesinlikle tavsiye ederim... Hepsiburada.com'dan daha ucuza biyerde de bulamazsınız,1
9858,"cihaz güzel. cihazın kendisi yaklaşık yedi saatte doldu. telefonu 2 saatte tamamen şarj ediyor. küçük, çok ağır değil. hepsiburada dört günde ancak gönderdi. tek sorun bu.",1
9859,",teşekkür ederim güzel ürün",1
9860,Ürün gayet güzel alınabilir alırken tereddüt etmedim.,1
9861,efsane birşey,1
9862,başarılı bir ürün manyetiği baya güçlü,1
9863,ürünü hepsiburada dan aldım gayet kullanışlı güzel bir ürün sadece konuşma değil müzikde dinleyebiliyorsunuz ses netliği güzel titreşimi olması kulaklık için artı bir özellik,1
9864,ekran kalitesi süper amoled ekranlara göre biraz geride 3gb ram gayet güzel kamera orta seviye dizayn olarak da estetik parmak izi okuyucu iyi çalışıyor ısınma kesinlikle yok oyun parformansı iyi bu segmentde alınabilecek bir cihaz.,1
9865,kart hızlı gönderi geldi araç kamerasına taktim uyumlu,1
9866,daha yeni aldım gayet güzel ve şık bakacağız,1
9867,ÜRÜN METAL OLDUĞU İÇİN DAYANIKLI VE KÜÇÜK OLDUĞU İÇİN CEP TE ANAHTARLIKTA TAŞINABİLİYOR . FİYAT PİYASA İLE AYNI FAKAT DİREK OLARAK ADRESİNİZE GELMESİ VAKTİ OLMAYANLAR İÇİN AVANTAJLI. 16 GB KAPASİTEDE HER TÜRLÜ DOSYA TAŞIMAK İÇİN YETERLİ. BEN MEMNUN KALDIM. ÖNERİRİM,1
9868,orjinal ürün hızlı teslimat teşekkürler gönül rahatlığıyla alabilirsiniz,1
9869,Evet uzun araştırmalarımın sonucunda bugun sabah 10:00 da siparişimi tamamladım ve akşam 19:10 sularında ürün elime geçti. Şuan da prizde şarj olmaktadır. 20000 mah olduğundan uzun zaman alması bence normal olacaktır. :) gerçekten biraz büyük bunu bile bile tercih ettim. İphone 5s kullanıyorum ve 3 sefer tam dolum yapsa kafî olacaktır. Ürünü test edeceğim son yorumu yazacagım.,1
9870,"Boyutuna göre fiyat ve performansı çok iyi, daha iyi daha hızlı flash disklerin olduğunu biliyoruz ama bu paraya bu boyut ve kapasite güzel",1
9871,"Usb bellek için ne yazılabilir, kullanışlı küçük ihtiyacınıza yönelik değerlendirin alınabilir. Hepsi burda için birşey söylememe gerek yok diyordum söyleyim zorunlu 20 kelime saçmalığından vaz geçilmesi iyi olur.",1
9872,diğer satıcılara göre gayet ucuz ve çok güvenli. 2 günde elime ulaştı. gönül rahatlığıyla alabilirsiniz.,1
9873,gayet şık ve kullanışlı bir ürün arkadaşım başka bir mağazadan aldı biraz daha pahalıya aldı ancak hepsiburdaya alışan bir kişi başka yerden alamaz sanırım. gayet iyi tavsiye ederim.,1
9874,eskisehir'e 24 saat içinde geldi. gerçekten hızlı kargo. ürünün kendi ambalji iyi.guvenılır satıcı tavsiye edilir,1
9875,Ben 32 yaşındayım bu yaşıma geldim böyle hızlı kargo görmedim akşam verdim siparişi sabah geldi ürün 10 numara 6 yıldır iş amaçlı kullandığım makinam coştu,1
9876,gayet güzelll,1
9877,Bu ürünü alalı 1 ay oldu. Alışması kolay ve kullanışlı. telefon fiyatına göre gayet iyi fakat bazı eksikleri var. 1.si program yükledikçe telefon yavaşlamaya başladı. 2.si ve en önemlisi resim kalitesi beklentileriminçok çok altında. Özellikle flaşlı çekimleri berbat denecek kadar kötü...Alacak arkadaşın kesinlikle fotoğraf konusunda beklentisi olmasın... Kısa yollar ve kullanım için söleyecek yok çünkü harika...,1
9878,"2 çekirdekli laptop'umda ciddi hız sorunları vardı. Bilgisayarın açılması, bir programın açılması, bir tarayıcı tabının açılması hepsi çok zaman alıyordu. İşlemci pek hızlı olmadığı için sorun işlemcidedir diyordum. SSD taksam bile pek hızlanmaz diye düşünüyordum. Ama yanılmışım. Windows kaynak izleme aracını açıp az önce saydığım aksiyonları tek tek denedim. Yavaşlığın HDD'den kaynaklandığını gördüm. Ertesi gün SSD sipariş ettim. Taktıktan sonra sonuç inanılmaz. Tabiki 4 çekirdekli bir PC'nin performansı yok ama tüm o takılmalar, beklemeler hepsi tarih oldu. Sonuçtan çok memnunum.",1
9879,HP KALİTESİ HER ZAMAN ÖNDE ESKİ YAZICIMDA HP İDİ YENİ YAZICIMDA HP 3635 GAYET GÜZEL HIZLI EVDE VE KÜÇÜK ÇAPLI OFİSLER İÇİN İDEAL CİHAZ ALALI 6 AY OLDU ÇOK MEMNUNUM KARTUŞ FİYATI DA UYGUN GÖZÜNÜZ KAPALI ALIN HP SERVİS AGI İLE OFİS MALZEMELERİNDE HER ZAMAN İDEAL.,1
9880,ürünü 2 haftadır kullanıyorum hep aklımda olan bir telefondu sonunda aldım ve gayette memnunum dokunmatik ekranı soylenenin aksine gayet iyi bence hic sorun cıkarmıyor muzik/ses ise mukemmel tek kelimeyle sadece bass i biraz tatmin etmiyor arada ama su ana kadarki duydugum en iyi ses bu telefondan cıkıyor.. fiyatına oranlar rakiplerini tek tek geride bırakır . bu ozelliklerde bu fiyata bir telefon daha yok .. bence tek - yönü ekranı cok parmak izi oluyor onun icin kullanırken satılan şeffaf jelatinlerden alın 4 4 lük bir telefon olsun .. saygılar..,1
9881,Zarif.,1
9882,"Bir ay önce bu ürün indirime girdiğinde almıştım. 1 aydır kullanıyorum gayet memnunum ilk defa SSD kullanan biri olarak HDD ve SSD arasındaki inanılmaz farkı görmemek mümkün değil. 10 dk da windows 10 u yükleyip windows ilk kullanıma hazır hâle geldi. Laptop 10-15 saniye arası açılıyor. Daha önce hiçbir bilgisayarda bu kadar hızlı program kurulumuna şahit olmamıştım. SSD ile programların kurulumunu başlattıktan hemen sonra kurulum tamamlandı ibaresini görmekteyim. HDD ile aynı programları 15-20 dk gibi bir sürede kurarken, SSD ile ortalama bir programın kurulumun 1 dk nın altında tamamlandığına tanıklık ediyorum. Laptoptan çıkan HDD yi ise bir HDD kutusu alarak harici disk olarak kullanabilirsiniz şahsen ben öyle yaptım. Uzmanlar SSD leri arşiv olarak kullanmanın doğru olmadığını, bunun için HDD lerin kullanılması gerektiğini söylüyorlar. Samsung 850 Evo serisinden alma nedenim Samsung kalitesine güvenmem ve 5 YIL garantisinin bulunmasıdır. Teslimatta hiçbir sorun yaşamadım. Hâlâ SSD kullanmamış biriyseniz mutlaka bu deneyimi yaşamanızı tavsiye ederim.",1
9883,Çok hızlı ve telefonda oldukça etkili.,1
9884,Ürün gerçekten çok iyi,1
9885,Hızlı bir şekilde elime ulaştı.Şu an itibari ile memnunum.,1
9886,F/P olarak güzel. Çok fazla bişey beklemeyin 65 mbps görüyor.,1
9887,Ürün orjinal ve güzel fakat ptt kargo ile gönderildi elime 12 günde geçti bu kadar rezalet çalışan bi kargo görmedim.Ürünü zorla aldıö ellerinden diyebilirim.,1
9888,Note 4 ve kisa sureli note 5 maceramdan sonra uzun arastirmalar sonucu a7 2017 arasinda gittim geldim neden a7 derseniz bataryasi 3600 mah. Note fan edition almaya karar verdim .Siparisim expressti belirttigim saati 2 saat aşti ama elime geldi guzel telefon kibar ve şık ekran koruyucu olarak mmc cam ekranlar tam oturuyor sorunsuz ve spigen kilif oneririm parasini hak eden telefon. Bataryasi az gidio dienlere aldanmayin kotu degil superde degil normal.,1
9889,Ürün fiyatına oran ile güzel bir ürün. yavaş falan ama fiyatına oran ile gerçekten kaliteli bir ürün. yavaşlıktan şikayet eden arkadaşlar parayı verip en hızlı ürünlerden alabilirler onları tutan yok. bu fiyata bulabileceğiniz en iyi ürün diyebilirim.,1
9890,MÜKEMMEL !!!,1
9891,Güzel ürün.,1
9892,"dışarıya çok ses veriyor, baslar o kadar iyi diğil, ama parasına göre gayet güzel",1
9893,yaklaşık 1 yıldır kullanıyorum çok güzel ve kullanışlı özellikle ekranın büyük olması çok güzel her şeye çok rahat erişebiliniyor şiddetle tavsiye ederim,1
9894,Fiyata Göre güzel ürün,1
9895,Sanırım Hpnin en ucuz kartuşu. İkincisinin %30 indirimli oluşu ve kargonun bedava oluşu ürünü çok cazip kılıyor. Hepsiburada.coma teşekkürler...,1
9896,Bir haftadır kullanıyorum şu ana kadar tıkır tıkır çalışıyor. Sorun yok. Ben tavsiye ederim. Aldığıma pişman olmadığım ender ürünlerden birisi.,1
9897,"2 iş günü içerisinde geldi. Zaten kaliteli bir ürün, ürüne yorum yapmaya gerek yok. Başarılı",1
9898,sırf kartuşun fiyatından dolayı laser yazıcı almaktan vazgeçip mürekkep püskürtmeli bir hp yazıcı sipariş ettim.ve bu kartuştanda 4 ad aldım .bir yıllık kartuş ihtiyacımı en ekonomik şekilde karşılamış oldum ayrıca yazıcı aldığım için buürünleri %50 indirimli aldım şiddetle tavsiye ederim.,1
9899,Gayet kullanışlı küçük pratik hızlı. özellikle araba teypleri için kapasitesi ideal.,1
9900,kaliteli bir ürün sağlam ve hızlı sarj ediyor,1
9901,Gayet başarılı ve kaliteli bir ürün,1
9902,Fiyat performans açısından hoşuma gitti iyi bir mause.,1
9903,Yorumlara bakarak aldım gerçekten rahat ettim Öyle bekle bekle gelmeyen bilgisayara son şiddetle tavsiye ederim.,1
9904,Çok iyi hiçbir problem yok sağılasın hepsi burada,1
9905,ERGONOMİK VE KULLANIŞLI GAYET GÜZEL BİR ALET TAVSİYE EDERİM,1
9906,arkadaşlar ses kalitesi güzel fakat bana biraz az geliyor gibi geldi.ses düzeyi biraz daha yüksek olabilirdi.bas kalitesi gayet güzel ses efektlerini çok iyi hissetiriyor.fiyatına göre gayet güzel bir ürün.mikrofon ses kalitesi çok net.,1
9907,Piyasaya göre fiyatı da boyutu gibi küçük olduğu için tercih ettim.Teşekkürler Hepsiburada'ya,1
9908,ürün altında ışık yanmasını beklemeyin. Güzel cihaz... ürün altında ışık yanmasını beklemeyin. Güzel cihaz... ürün altında ışık yanmasını beklemeyin. Güzel cihaz...,1
9909,kopyalama hızı olarak çok hızlı görsellik olarakta çok güzel kolay kolay bozulmaz kırılmaz ben çok beğendim arkadaşlar herkezede tavsiye ediyorum,1
9910,Ürünün metal dış çerçevesi ürünü fiyatı kadar çekici kılıyor. Anahtarlığa takılarak olası kayıp sorunları da yaşamazsınız. Ayrıca kapaksız olması da bir başka avantaj. Bu fiyata bu kapasite çok iyi. Tavsiye ederim...,1
9911,Memnun kaldım,1
9912,Ürün Harika.. Gerçekten Güzel hele ki küçük olması çok güzel at cebine git. Veri aktarımı da çok güzel. Ama kargo Biraz sıkıntı..,1
9913,"fiyatına göre çok iyi aktarma hızıda gayet başarılı, tavsiye ederim 2 günde elime ulaştı.Tasarım olarak da şık bir ürün,teşekkürler HB",1
9914,Ürünü alalı yaklaşık 1 hafta oluyor. Ürün güzel ancak neden ise kolumu çok sıkıyor açsamda açmasamda belkide alışık olmadıgımdandır. Onun harici ürün güzel :),1
9915,"Ürün 24 saatten kısa sürede elime ulaştı. Gayet yakışıklı ve küçük bi ürün. Kurulumu gayet kolay. Zaten ürünün diğer yorumlara bakarak da gayet hızlı ve kolay ayarlama yapabilirsiniz =) Çok memnunum , herkese tavsiye ederim.",1
9916,Genel anlamda iyi. Olumsuz yanı Şarj olma süresi çok uzun.,1
9917,"Olabilecek en basit yazıcı. Evde ıvır zıvır basmak için ideal. Basit çıkış almaktan fazlasını beklemeyin. Bir de lütfen en düşük modeli satın alıp sonra en üst model beklentisi ile buraya olumsuz eleştiri yazmayın, kafa karıştırmayın. Özetle düz işler için düz çözüm.",1
9918,bilgisayar kullanacaklar için süper ürün ama telefondan bağlanamadım malesef bu üzücü,1
9919,"Fiyatına Göre performansı tatminkar, adımsayar ve uyku takibi konusunda %70 doğruluk oranı var. Geliştirilmeye ihtiyacı var, pil seviyesi ve ürün kozmetik kalitesi baya iyi.",1
9920,"İyi bir ürün, teslimat hızlı.",1
9921,"Ürün küçük ve şık. Kurulumu basit. Evin uç odalarına sinyal sıkıntısı yaşıyordum, ara noktada bir yere koydum ve sıkıntı yaşadığım tüm noktalarda problem bitti. Hız normal kablosuzdan aldığım hıza çok yakın 9-10 mbit civarında, kesinti yok. Eğer aygıtı zaten çekmeyen bir yere koyarsanız anlamsız olur, arada çeken bir noktanız varsa gayet yararlı. Ayrıca üzerindeki ledden nerede iyi nerede kötü çektiğini de rahatça görüyorsunuz. Tavsiye ederim.",1
9922,arkadaşlar ürün hakkında bir kaç yorumum olcak ürünü hepsiburada.com 1 hafta oldu telefonu alalı ve siyah olanı almıştım telefonda kasa açıklıgı var ve inanınki çokta büyütülecek bişi değil eğer çok dikkatli bakarsanız görebilirsiniz çok ufak bişi neredeyse iğne deliği gibi özellik bakımından çok iyi fakat biraz kalın... ama çok hairka bir telefon..,1
9923,"Bir gündür kullanıyorum kulaklığı. Bilgisayarıma bağladım ve telefonuma, bilgisayardan çalışırken telefonumdaki bildirimleri görüyorum, whatsapp bildiriminde sesli olarak söylüyor. Güzel düşünmüşler, arada garip kesintiler yaşanıyor, mesafesi de yakın olmalı.",1
9924,arkadaşlar çok küçük olmasına rağmen oldukça kullanışlı ve kaliteli bir ürün fiyatıda çok çok iyidi.siparişimi verdim ertesi gin elime geçti.kargolama işlemi çok hızlı ve kaliteli.HEPSİBURDA YETKİLİLERİNE TEŞEKKÜRLER...,1
9925,güzel kullanıyorum,1
9926,gayet güzel ve çok çabuk geldi.,1
9927,Ürüne ağır çabuk bozuluyo dendiğine bakmayın. Tam bir fiyat performans ürünü.,1
9928,Kompakt ürünleri seven biri olarak bu ürüne bayıldığımı söyleyebilirm.,1
9929,Kaliteli ve güvenli bir bellek işinizi görür yarı yolda bırakmaz.Tak çıkar özelliğini de win 8 de oldukça hızlı tanıyor sorunsuz kullanabilirsiniz.,1
9930,Kargo hızlı ürün güzel yani hiç sıkıntı yok tskrler,1
9931,Hepsi Burudayı kurupta hizmeti evimize kadar getirdikleri için teşekkür ederim bu zamana kadar aldığım bütün ürünlerden memnunum,1
9932,2 gün içinde ulaşti. Sorunsuz bir alisveris oldu,1
9933,"artıları: tasarımı ve ele oturan yapısı güzel. sessiz tıklama olayı da güzel. üst beyaz kısımlar parlak, yan gri kısımlar kaymaz yüzey, iyi seçim. eksileri: biraz küçük, yandaki düğmelerde susturucu yok. 1000 ve 1600 dpi arasında gezmek için neden bir düğmesi var anlamadım, yapın 1600 ve düğmeyi kaldırın bence.",1
9934,Sipariş verdiğim gün kargolandi. Özelliklerinde Android 6.1 yazmasina rağmen 7.0 ile geldi. Kamerası çok iyi olmasa da ortalamanın üstünde. sarj elimden düşürmeden 1.5 gün gidiyor. Ekranın TFT ya da amoled olmasını çoğu kişinin fark edeceğini bile sanmıyorum.,1
9935,"eşime 3510 almıştım genoa... onun dokunmatik sistemi buna göre daha iyi fakat nokia bu sipariş ettim. elime 6. gün ulaştı sadece bunda sıkıntı var. genel olarak güzel bi telefon sadece ekran biraz mat, azcık da pahalı önerilir",1
9936,Piyasada da satılan aynı ürünü burada daha ucuza görünce hemen sipariş vereceksiniz.. Kullanışlı bir kulaklık ama ben hala çift telefon desteğini kullanma fırsatım olmadı. Araç kullananlar için gerçekten kullanışlı bir kulaklık.,1
9937,HER ZAMANKİ GİBİ LOGITECH FARKI DİYEBLİRİM. ADAMLAR YAPMIŞ SORUNSUZ ÇALIŞAN BİR MOUSE... PİYASADAKİ BU KALİTEDEKİ ÜRÜNLERE GÖRE FİYATIDA ÇOK UYGUN ALINABİLİR BİR MOUSE BENCE,1
9938,şuan kullanıyorum oldukça hızlı,1
9939,Cihaz yeni ulaştı elime kalitesi ve görünüşü çok hoş fakat kutuda kulaklık çıkmaması bir dezavantaj bence kullandıkça bilgileri paylaşmaya devam edeceğim. Ayrıca şarj adaptörü için bir dönüştürücü çıkıyor mademki Türkiye için getiriyoruz orjinal olması daha iyi diye düşünüyorum.,1
9940,"Yazıcı beklediğimden de iyi çıktı, tavsiye ederim, dolu toner ile birlikte geldi.",1
9941,aracımda kullanıyorum. neredeyse hiç görünmüyor. tam istediğim gibi. günlük kullanacasanız küçük olduğundan kaybetme olasılığınız fazla. 16 GB olması da çok avantaj.,1
9942,"kargo 2 günde geldi en ucuz burda var, yaklaşık 2 haftadır kullanıyorum + 5.5 fhd ekranı var gayet güzel görüntü veriyor. + kamerası yeterli düzeyde işinizi görüyor. + işlemci oyun oynamıcaksanız yeterli. - şarjdayken ısınıyor ( şarjda kullanmayın) - arayüzde cok hafif kasma oluyor ( oda bi launcherle cözülüyor) - bataryası 3000mha degilde 2600mha gibi normal kullanimda 1 gunu rahat çıkarır ancak fazla kullanan biriyseniz çıkarmaya bilir. Bu fiyata en iyi bu var kesinlikle tavsiye ediyorum.",1
9943,urun gayet guzel ve başarılı kesinlikle tavsiye ederim,1
9944,Zamanında ve düzgün hizmet aldım.,1
9945,Aldigim urun aynen gosterildigi ve belirtildigi gibi ertesi gun oglen elime ulasti. Cok tesekkur ederim. Kailteli urun ve hizmet icin tesekkur ederim.,1
9946,Gayet güzel ve kullanışlı bir ürün,1
9947,Ürünü kullandım ve harika sadece ayarlanabilir buton sayısı az o kadar ama Wolf Team Counter ve LOL oyunlarinda özellikle de GTA 5 te super,1
9948,Donanım iyi ve arayüz akıcı ama tasarım biraz geride maalesef. Alt ve üst çerçeve çok fazla bu da yeni telefonlara göre çağ dışı bir tasarım sunuyor. Elbette fiyat farkı olacaktır ama acelesi olmayanların mi 7 yi beklemesi daha mantıklı. Bazı telefonlarda kullanımı çok etkilemeyen yazılım hataları olabiliyor sim kart aktiflestirme gibi kamerası bence yeterli ama daha iyileri var.,1
9949,"Gerçekten mükemmel bir kartuş, inanılmaz bir kartuş, adeta bir şaheser. Aklımı başımda aldı. Kendine has bir havası var. Sizlerin bildiği kartuşlara benzemiyor. (Arkadaşlar bildiğiniz orjinal kartuş işte)",1
9950,cepte taşıma kolay araç için uygun marka iyi fiyat makul teslimat hızlı daha ne olsun ...,1
9951,Arabada kullanım için aldım. Normal kullanımda kaybedeceğiniz kadar küçük anahtarlıkta USB disk taşıyalar içinde ayrıca çok kullanışlı,1
9952,xiaomi mi band 2 bluetooth sorun çalışmıyor Mi fit uygulamasıyla cihazı bir türlü eşleştiremedim,1
9953,"Eşime aldım benimde hoşuma gitti şimdi kendime sipariş verdim dahili gps soranlara var tabiki... aradığın tum özellikleri bu fiyata içinde barındıran tek telefon şimdilik bu..eksiği var mı derseniz biraz malzeme kalitesi kim ne derse desin zayıf... 3,2 mp birz yetersiz...geri kalan herşeyi süper....şarz yoğun kullanımda 2 günü çıkartıyor...sakin kullanıcılara 4 gün kesin gider...Alayımı dersen eğer ki teknolojinin suyunu çıkarmayı biliyorsan mutlaka al...ama sadece alo içinse gerek yok bu kadar paraya...",1
9954,"10 aydır kullanıyorum.Fiyatına göre özellikleri fazla olduğu için almıştım.İyiki de almışım.Çok memnunum.Bayanlar için hatları biraz kaba.Büyük bir telefon.Ama özelliklerinin çok olması,bunu kapatıyor.Alınası bir telefon.Almayı düşünenlere rahatlıkla tavsiye ederim.",1
9955,İyi,1
9956,Teşekkürler hepsi burada kaliteli hizmet,1
9957,Bu ürün 16 Gb olmasına göre fiyatı gayet iyi.Ancak flsh disk olarak boyutları biraz küçük olduğundan dolayı kaybolma riski olabilir.Ama kullanışlı bir ürün.tavsiye ederim.,1
9958,mükemmel bir ürün herkeze tavsiye ederim,1
9959,ürünü çok beğendim küçük ve kullanışlı bir şey hızlı alım ve gönderi yapıyor.Gerçi biraz geç geldi ama sorun değil üründen ve hizmetten gayet memnunum,1
9960,gayet güzel kullanışlı.ses kalitesi güzel.tavsiye ederim,1
9961,"Ürün 2 günden kısa bir sürede adresime teslim edildi. Cihaz tam olarak 14.5 gb, usb giriş ince. Sitedeki resmine bakmayın, inanılmaz küçük ve çok şık bir görünümü var, anahtarlığınıza takın, ihtiyacınız oldukça kullanın. Kesinlikle tavsiye edilir...",1
